# g4beamline profile
#Z N meanX sigmaX meanY sigmaY emitX emitY emitTrans betaX betaY betaTrans alphaX alphaY alphaTrans meanP
#mm - mm mm mm mm mm-rad mm-rad mm-rad mm mm mm - - - MeV/c
60100.0 7346 6.417 49.454 8.224 49.584 13.37 13.63 9.287 742.6 746.5 744.5 0.1514 0.1504 0.1509 300.8
60200.0 7345 6.077 48.082 8.423 48.619 10.85 11.07 9.381 697.7 713.4 705.6 0.1492 0.1528 0.151 301.2
60300.0 7339 6.338 47.101 7.919 47.376 9.274 9.335 9.263 679.6 687.6 683.6 0.02439 0.0508 0.03759 301.5
60400.0 7336 7.487 47.780 6.729 47.657 10.2 10.07 9.253 697 693.4 695.2 -0.1552 -0.09132 -0.1233 300.6
60500.0 7336 8.949 50.586 4.643 49.535 13.43 13.22 9.468 757.8 726.7 742.3 -0.2768 -0.174 -0.2254 299.6
60600.0 7320 10.042 51.950 1.251 50.228 16.53 16.51 9.168 822.3 768.6 795.5 -0.2226 -0.1285 -0.1755 299.8
60700.0 7316 9.522 52.917 -2.530 51.806 18.09 18.47 9.593 815.5 781.7 798.6 0.005747 0.005046 0.005397 300.6
60800.0 7309 7.392 51.688 -5.601 50.567 16.47 16.6 9.463 789.1 755.3 772.2 0.2294 0.1362 0.1828 300
60900.0 7306 4.779 49.379 -7.244 48.693 13.12 12.95 9.346 734.2 713.9 724 0.2597 0.1661 0.2129 300.5
61000.0 7302 2.728 47.649 -7.911 47.270 10.22 10.01 9.267 692.7 681.7 687.2 0.1304 0.07183 0.1011 300.7
61100.0 7299 1.596 47.285 -8.333 47.150 9.316 9.251 9.238 683 679.1 681.1 -0.04495 -0.07483 -0.05989 299.8
61200.0 7294 1.381 48.313 -8.913 48.362 10.85 10.96 9.248 708.8 710.3 709.5 -0.1545 -0.1831 -0.1688 298.8
61300.0 7286 1.950 49.477 -9.589 49.955 13.41 13.61 9.212 744.4 758.8 751.6 -0.1316 -0.1521 -0.1418 298.9
61400.0 7275 3.345 49.860 -9.870 50.297 14.57 14.67 9.15 762.6 776 769.3 0.0006099 0.01716 0.008887 299.8
61500.0 7271 4.571 49.107 -9.445 49.283 13.19 13.32 9.169 737.6 742.9 740.2 0.1429 0.1582 0.1506 299.1
61600.0 7267 4.938 47.757 -8.966 47.633 10.62 10.71 9.151 702.2 698.6 700.4 0.1579 0.1534 0.1557 299.7
61700.0 7265 4.323 46.889 -8.861 46.816 9.201 9.114 9.124 680.1 678 679.1 0.04704 0.02107 0.03405 299.8
61800.0 7261 2.692 47.050 -9.227 47.392 10.12 9.857 9.09 684.4 694.4 689.4 -0.107 -0.1424 -0.1247 298.9
61900.0 7257 0.049 48.606 -9.493 49.189 13.11 12.77 9.101 724.4 741.9 733.2 -0.2221 -0.2337 -0.2279 298.1
62000.0 7250 -3.325 50.642 -8.586 50.717 16.52 16.17 9.036 788.1 790.4 789.2 -0.2083 -0.1626 -0.1854 298.1
62100.0 7243 -6.217 51.441 -6.190 51.396 18.05 17.73 9.052 812.7 811.3 812 -0.02843 0.03321 0.002387 299.1
62200.0 7237 -7.627 50.613 -2.960 50.305 16.38 16.17 9.123 780.6 771.2 775.9 0.1371 0.2275 0.1823 298.4
62300.0 7235 -7.701 49.064 -0.082 48.166 12.9 12.87 9.148 736.5 709.8 723.1 0.1706 0.2392 0.2049 298.9
62400.0 7233 -7.300 47.946 1.851 46.936 10.01 10.13 9.189 704.1 674.7 689.4 0.07319 0.08868 0.08093 299.3
62500.0 7229 -7.074 47.923 3.053 46.552 9.171 9.139 9.117 707.8 667.9 687.8 -0.07235 -0.08216 -0.07726 298.4
62600.0 7226 -7.485 48.953 3.697 47.632 10.85 10.6 9.101 736.8 697.5 717.2 -0.1727 -0.1909 -0.1818 297.6
62700.0 7220 -8.539 50.349 3.655 49.135 13.54 13.17 9.054 781.2 744 762.6 -0.1356 -0.1709 -0.1532 297.6
62800.0 7217 -9.649 50.767 2.763 49.736 14.84 14.36 9.076 793.3 761.4 777.3 0.01377 -0.00881 0.002482 298.4
62900.0 7211 -10.231 50.099 1.574 48.855 13.5 13.01 9.099 770.2 732.4 751.3 0.1483 0.1409 0.1446 297.8
63000.0 7208 -10.295 48.819 0.889 47.371 10.87 10.4 9.081 736.1 693.1 714.6 0.1625 0.1515 0.157 298.2
63100.0 7205 -10.123 48.212 1.103 46.357 9.346 8.835 9.057 721.2 666.7 693.9 0.03132 0.04616 0.03874 298.4
63200.0 7201 -9.668 48.646 2.497 46.624 10.13 9.837 9.034 732.8 673.1 703 -0.1333 -0.1078 -0.1206 297.5
63300.0 7195 -8.588 50.330 4.867 48.181 13.09 12.94 9.094 773.6 709 741.3 -0.2186 -0.2265 -0.2225 296.7
63400.0 7186 -6.226 52.129 7.087 50.216 16.66 16.37 9.173 819.1 760.1 789.6 -0.1208 -0.2228 -0.1718 296.9
63500.0 7182 -2.912 52.574 8.369 51.532 18.41 17.84 9.359 817.1 785 801 0.07004 -0.04134 0.01435 297.7
63600.0 7177 0.521 49.851 8.061 50.816 16.33 16.12 9.046 760.2 789.9 775.1 0.2302 0.176 0.2031 297
63700.0 7175 2.927 47.855 6.839 48.932 12.93 12.7 9.072 703.2 735.2 719.2 0.2075 0.2366 0.222 297.5
63800.0 7172 4.384 46.667 5.588 47.312 10.02 9.868 9.048 673.7 692.4 683 0.07255 0.1307 0.1016 297.6
63900.0 7165 5.299 46.863 4.825 46.909 9.122 9.004 9.032 679.5 680.9 680.2 -0.08888 -0.03602 -0.06245 296.8
64000.0 7163 6.046 48.263 4.838 47.878 10.67 10.55 9.068 714.7 703.4 709 -0.1894 -0.1631 -0.1763 295.9
64100.0 7152 6.528 50.201 5.617 49.545 13.31 13.16 9.202 760.4 740.7 750.6 -0.157 -0.1532 -0.1551 296.1
64200.0 7146 6.248 49.906 6.634 49.738 14.35 14.23 8.963 772.8 767.6 770.2 0.01671 -0.0214 -0.002346 297
64300.0 7142 5.731 48.990 7.519 49.136 13.06 12.88 8.966 743.8 748.3 746 0.1591 0.1259 0.1425 296.3
64400.0 7138 5.370 47.496 7.819 47.847 10.56 10.28 8.948 703.7 714.2 709 0.1551 0.1515 0.1533 296.8
64500.0 7137 5.693 46.697 7.498 46.989 9.086 8.802 8.92 683.7 692.3 688 0.01742 0.05356 0.03549 296.9
64600.0 7135 6.835 47.353 6.502 47.268 9.952 9.796 8.911 700.4 697.9 699.2 -0.1645 -0.08789 -0.1262 296
64700.0 7129 8.455 49.113 4.539 48.593 12.77 12.9 8.926 747 731.3 739.2 -0.274 -0.1812 -0.2276 295.2
64800.0 7125 9.524 51.182 1.261 49.805 16.1 16.35 8.848 814 770.8 792.4 -0.2177 -0.1423 -0.18 295.2
64900.0 7122 9.038 52.053 -2.436 50.309 17.56 17.91 8.849 842.3 786.8 814.5 0.03083 -0.008606 0.01111 296
65000.0 7118 6.992 50.700 -5.431 49.571 15.95 16.21 8.917 793 758 775.5 0.264 0.1227 0.1934 295.3
65100.0 7114 4.494 48.295 -7.013 48.168 12.67 12.74 8.943 722.5 718.7 720.6 0.2814 0.1469 0.2141 295.8
65200.0 7113 2.499 46.506 -7.643 47.202 9.879 9.796 8.922 674.6 694.9 684.8 0.1336 0.05473 0.09417 296
65300.0 7110 1.336 46.276 -8.048 47.394 9.01 8.879 8.911 667.5 700.1 683.8 -0.06325 -0.08372 -0.07348 295
65400.0 7106 1.019 48.031 -8.641 48.518 10.61 10.45 8.973 711.1 725.5 718.3 -0.2108 -0.1603 -0.1856 294.1
65500.0 7101 1.642 49.098 -9.225 49.749 13.01 13.1 8.875 749.1 769.1 759.1 -0.1924 -0.1107 -0.1516 294.1
65600.0 7094 2.757 49.799 -9.496 49.913 14.17 14.29 8.886 771 774.6 772.8 -0.03277 0.03883 0.00303 295.1
65700.0 7090 3.891 49.033 -9.369 49.131 12.88 12.9 8.873 748 751 749.5 0.1339 0.166 0.1499 294.4
65800.0 7088 4.339 47.535 -9.004 47.770 10.38 10.29 8.869 706.4 713.4 709.9 0.1563 0.1593 0.1578 294.8
65900.0 7086 3.734 46.580 -8.922 46.993 8.936 8.767 8.827 682.7 694.9 688.8 0.05293 0.02619 0.03956 295
66000.0 7084 2.110 46.994 -9.254 47.527 9.993 9.614 8.811 692.9 708.7 700.8 -0.1082 -0.1394 -0.1238 294.1
66100.0 7084 -0.510 48.734 -9.384 49.570 13.19 12.69 8.847 736.3 761.8 749 -0.2022 -0.2416 -0.2219 293.2
66200.0 7072 -3.904 50.165 -8.537 50.855 16.43 15.98 8.728 787.5 809.3 798.4 -0.2006 -0.1423 -0.1714 293.3
66300.0 7069 -6.793 51.166 -5.966 51.162 17.87 17.55 8.72 820.3 820.2 820.2 -0.02695 0.07995 0.0265 294.1
66400.0 7065 -8.090 50.380 -2.639 49.628 16.05 15.97 8.803 787.7 764.4 776.1 0.1537 0.2692 0.2115 293.3
66500.0 7064 -8.030 48.778 0.292 47.281 12.57 12.67 8.838 740.4 695.6 718 0.2002 0.2571 0.2286 293.8
66600.0 7060 -7.546 47.572 2.337 45.779 9.776 9.768 8.839 707.6 655.2 681.4 0.09776 0.1136 0.1057 294
66700.0 7057 -7.283 47.542 3.568 45.905 8.994 8.771 8.855 704.2 656.5 680.4 -0.06486 -0.05845 -0.06165 293.1
66800.0 7052 -7.642 48.876 4.278 47.376 10.67 10.22 8.907 736.8 692.3 714.5 -0.1884 -0.1536 -0.171 292.3
66900.0 7045 -8.587 50.321 3.973 48.745 13.19 12.78 8.923 777.7 729.7 753.7 -0.1737 -0.1083 -0.141 292.3
67000.0 7037 -9.552 50.745 3.126 49.172 14.15 14.02 8.987 786.3 738.3 762.3 -0.007715 0.02892 0.0106 293
67100.0 7032 -10.184 49.992 2.286 47.195 12.81 12.39 8.752 783.1 697.9 740.5 0.1526 0.1713 0.162 292.4
67200.0 7029 -10.326 48.581 1.643 45.775 10.26 9.948 8.719 745.7 662 703.8 0.1773 0.1663 0.1718 292.9
67300.0 7025 -10.068 47.621 2.025 44.734 8.862 8.495 8.663 722.7 637.7 680.2 0.05669 0.05113 0.05391 293.1
67400.0 7020 -9.617 48.083 3.524 45.158 9.782 9.521 8.666 733.1 646.6 689.8 -0.103 -0.1184 -0.1107 292.2
67500.0 7020 -8.442 50.016 5.790 46.814 12.84 12.46 8.761 778.6 682.1 730.3 -0.1902 -0.2477 -0.219 291.3
67600.0 7009 -5.932 50.630 8.223 49.065 16.04 15.7 8.609 808.1 758.9 783.5 -0.09243 -0.2429 -0.1677 291.4
67700.0 7004 -2.308 50.781 9.506 50.233 17.57 17.06 8.586 815.7 798.2 806.9 0.1097 -0.05852 0.02559 292.3
67800.0 7000 1.310 49.340 9.095 49.596 15.97 15.39 8.619 767.1 775.1 771.1 0.2566 0.1723 0.2144 291.5
67900.0 6999 4.027 47.304 7.612 47.715 12.61 12.11 8.639 708.3 720.7 714.5 0.2366 0.2367 0.2367 292
68000.0 6995 5.685 45.979 6.095 46.126 9.69 9.408 8.621 673.8 678.2 676 0.09738 0.1369 0.1171 292.3
68100.0 6993 6.641 45.883 5.180 45.828 8.624 8.656 8.617 670.2 668.6 669.4 -0.06504 -0.02962 -0.04733 291.3
68200.0 6987 7.391 47.069 5.062 46.665 9.941 10.12 8.629 701.5 689.5 695.5 -0.1653 -0.1479 -0.1566 290.6
68300.0 6976 7.660 48.254 5.753 47.795 12.2 12.46 8.572 740.7 726.7 733.7 -0.1283 -0.1475 -0.1379 290.7
68400.0 6974 7.418 48.745 6.932 48.484 13.37 13.59 8.563 757.9 749.8 753.8 0.02877 -0.0158 0.006485 291.6
68500.0 6971 6.751 47.933 7.852 47.761 12.14 12.33 8.571 731.4 726.2 728.8 0.1739 0.1279 0.1509 290.8
68600.0 6970 6.311 46.486 8.045 46.374 9.829 9.881 8.551 692.4 689.1 690.8 0.1761 0.1419 0.159 291.3
68700.0 6967 6.628 45.691 7.543 45.528 8.64 8.444 8.525 672.3 667.5 669.9 0.03847 0.03799 0.03823 291.5
68800.0 6964 7.785 46.375 6.303 45.892 9.664 9.347 8.531 688.8 674.5 681.6 -0.1537 -0.1013 -0.1275 290.6
68900.0 6961 9.335 48.208 3.957 47.453 12.49 12.32 8.537 738.4 715.5 727 -0.2805 -0.1876 -0.234 289.8
69000.0 6953 10.159 50.391 0.425 48.944 15.78 15.68 8.503 806.1 760.4 783.3 -0.2375 -0.1361 -0.1868 289.8
69100.0 6948 9.197 51.411 -3.567 49.429 17.24 17.22 8.51 839 775.6 807.3 -0.009175 0.02668 0.008753 290.7
69200.0 6940 6.704 50.422 -6.493 48.465 15.64 15.65 8.555 803.1 742 772.5 0.2363 0.1648 0.2005 290.1
69300.0 6938 4.009 48.222 -8.002 47.051 12.38 12.36 8.603 735.5 700.2 717.9 0.2861 0.1631 0.2246 290.6
69400.0 6930 1.864 46.395 -8.430 45.759 9.584 9.419 8.561 687.8 669.1 678.4 0.1568 0.06119 0.109 290.9
69500.0 6929 0.618 45.942 -8.733 45.866 8.654 8.495 8.556 673.6 671.4 672.5 -0.02371 -0.08828 -0.05599 289.9
69600.0 6926 0.264 46.909 -9.269 46.949 10.04 9.885 8.555 699.2 700.4 699.8 -0.1494 -0.1736 -0.1615 289.1
69700.0 6916 0.700 48.160 -9.991 48.134 12.37 12.24 8.51 739.3 738.5 738.9 -0.1536 -0.1247 -0.1392 289.1
69800.0 6914 1.867 48.952 -10.414 48.345 13.48 13.4 8.515 764.5 745.7 755.1 0.001481 0.01982 0.01065 290
69900.0 6913 3.101 48.202 -10.372 47.522 12.26 12.12 8.526 739.3 718.6 728.9 0.1632 0.1383 0.1507 289.2
70000.0 6909 3.660 46.717 -10.117 46.217 9.912 9.666 8.484 701.1 686.2 693.7 0.1849 0.1413 0.1631 289.8
70100.0 6907 3.148 45.631 -10.107 45.322 8.596 8.283 8.428 674.3 665.2 669.7 0.07609 0.01721 0.04665 289.8
70200.0 6906 1.553 45.829 -10.427 45.931 9.586 9.248 8.433 676.5 679.5 678 -0.08743 -0.1473 -0.1174 288.9
70300.0 6906 -1.160 47.512 -10.607 47.713 12.55 12.12 8.464 718.7 724.8 721.8 -0.2016 -0.2444 -0.223 288
70400.0 6896 -4.716 48.849 -9.550 49.472 15.68 15.31 8.387 763.3 783 773.1 -0.1845 -0.1805 -0.1825 288.1
70500.0 6895 -7.745 49.740 -6.791 50.124 17.14 16.83 8.403 790.4 802.7 796.6 -0.02461 0.04446 0.009923 288.9
70600.0 6891 -9.115 49.028 -3.198 48.868 15.51 15.36 8.47 761.9 756.9 759.4 0.1465 0.2436 0.1951 288.2
70700.0 6888 -9.014 47.490 -0.122 46.680 12.19 12.22 8.491 718.1 693.8 705.9 0.1868 0.2471 0.2169 288.8
70800.0 6887 -8.397 46.323 1.861 45.531 9.44 9.542 8.54 682.5 659.4 671 0.08606 0.0916 0.08883 289
70900.0 6886 -8.060 46.342 3.136 45.207 8.624 8.408 8.497 685.3 652.2 668.7 -0.07763 -0.07224 -0.07493 288
71000.0 6880 -8.340 47.500 3.803 46.062 10.08 9.619 8.483 718.4 675.6 697 -0.1956 -0.165 -0.1803 287.2
71100.0 6875 -9.162 49.217 3.784 47.308 12.57 12 8.454 772 713.3 742.6 -0.1602 -0.1376 -0.1489 287.3
71200.0 6870 -10.152 49.573 2.939 47.535 13.53 13.04 8.387 791.2 727.5 759.3 -0.005845 0.01018 0.002168 288.2
71300.0 6866 -10.669 48.736 1.833 46.752 12.32 11.73 8.393 763.4 702.5 732.9 0.1579 0.1448 0.1513 287.5
71400.0 6864 -10.569 47.972 1.254 45.273 10.13 9.355 8.47 736.2 655.7 696 0.1497 0.1544 0.152 288.1
71500.0 6861 -10.409 46.516 1.714 44.481 8.633 8.154 8.38 700.9 640.9 670.9 0.03196 0.03724 0.0346 288.3
71600.0 6859 -9.939 46.866 3.223 44.929 9.482 9.254 8.359 709.7 652.3 681 -0.1266 -0.1288 -0.1277 287.4
71700.0 6859 -8.739 48.504 5.586 46.958 12.41 12.28 8.392 751.4 704.3 727.8 -0.2028 -0.2564 -0.2296 286.5
71800.0 6846 -6.143 49.834 8.223 48.678 15.56 15.45 8.28 800.4 763.7 782.1 -0.1155 -0.2437 -0.1796 286.6
71900.0 6842 -2.406 49.903 9.532 49.833 17.05 16.8 8.306 801 798.7 799.8 0.107 -0.06605 0.02048 287.5
72000.0 6838 1.271 48.243 9.084 49.265 15.5 15.17 8.39 741 772.7 756.9 0.256 0.1545 0.2053 286.8
72100.0 6833 3.931 46.133 7.580 47.593 12.28 11.98 8.413 680.8 724.5 702.7 0.2245 0.22 0.2223 287.5
72200.0 6832 5.543 44.852 6.118 46.315 9.48 9.304 8.42 646 688.8 667.4 0.07555 0.115 0.0953 287.7
72300.0 6830 6.446 44.783 5.255 46.337 8.383 8.46 8.41 643.7 689.2 666.4 -0.09235 -0.05532 -0.07383 286.7
72400.0 6826 7.190 47.455 5.313 47.593 10 9.872 8.586 705 709.1 707.1 -0.1993 -0.1713 -0.1853 285.9
72500.0 6816 7.352 47.535 5.869 48.451 11.96 12.16 8.335 727.4 755.7 741.5 -0.1621 -0.1393 -0.1507 286
72600.0 6811 7.096 48.069 7.052 48.819 13.07 13.23 8.322 746.2 769.7 757.9 0.007613 0.01425 0.01093 286.8
72700.0 6808 6.371 47.195 7.985 47.974 11.81 11.98 8.345 716.5 740.4 728.4 0.1388 0.1678 0.1533 286.1
72800.0 6801 5.929 45.852 8.132 46.599 9.496 9.614 8.312 682.3 704.7 693.5 0.149 0.1773 0.1632 286.7
72900.0 6797 6.286 45.005 7.669 45.516 8.347 8.192 8.262 662.6 677.7 670.2 0.01667 0.07171 0.04419 286.9
73000.0 6798 7.437 45.657 6.454 45.784 9.433 9.164 8.265 678 681.8 679.9 -0.1684 -0.07803 -0.1232 285.9
73100.0 6799 8.951 47.816 4.262 47.390 12.33 12.25 8.355 729.3 716.3 722.8 -0.294 -0.1648 -0.2294 284.9
73200.0 6785 9.944 49.777 0.995 47.975 15.38 15.37 8.232 798.8 742 770.4 -0.2377 -0.1101 -0.1739 285
73300.0 6777 9.410 50.472 -2.883 48.331 16.67 16.74 8.185 827.2 758.5 792.9 0.0045 0.03494 0.01972 286
73400.0 6775 7.268 49.382 -5.952 47.279 15.07 15.22 8.257 784.8 719.3 752.1 0.2405 0.1634 0.202 285.3
73500.0 6769 4.640 47.169 -7.622 45.797 12 11.98 8.284 718.9 677.6 698.2 0.2835 0.1564 0.22 285.8
73600.0 6764 2.542 45.418 -8.359 44.903 9.359 9.165 8.27 671.1 656 663.6 0.138 0.05548 0.09675 286.1
73700.0 6761 1.296 45.141 -8.769 44.927 8.322 8.183 8.24 664.3 658 661.2 -0.0612 -0.08264 -0.07192 285.2
73800.0 6755 0.860 46.084 -9.533 45.996 9.431 9.487 8.217 691.6 688.9 690.3 -0.1913 -0.1678 -0.1795 284.4
73900.0 6748 1.609 47.470 -10.222 47.193 11.6 11.79 8.181 735.5 726.9 731.2 -0.1899 -0.1265 -0.1582 284.5
74000.0 6741 2.847 48.041 -10.525 47.613 12.64 12.85 8.148 758.2 744.7 751.5 -0.03836 0.01466 -0.01185 285.5
74100.0 6738 4.132 47.596 -10.368 46.848 11.54 11.63 8.144 743.6 720.4 732 0.124 0.1404 0.1322 284.8
74200.0 6737 4.707 46.326 -10.006 45.620 9.351 9.282 8.12 709.6 688.2 698.9 0.1653 0.1315 0.1484 285.3
74300.0 6736 4.228 45.367 -9.929 45.005 8.215 7.967 8.084 684.8 673.9 679.3 0.06356 0.002051 0.0328 285.5
74400.0 6733 2.564 45.398 -10.269 45.678 9.311 8.942 8.05 685.2 693.7 689.5 -0.09056 -0.1662 -0.1284 284.6
74500.0 6731 -0.211 46.694 -10.454 47.518 12.28 11.79 8.054 719.1 744.7 731.9 -0.2099 -0.2592 -0.2346 283.7
74600.0 6727 -3.755 48.335 -9.532 49.338 15.54 15.01 8.024 769.2 801.4 785.3 -0.2148 -0.1582 -0.1865 283.6
74700.0 6726 -6.908 49.457 -6.897 49.697 16.93 16.55 8.031 805.2 813 809.1 -0.08078 0.1034 0.01129 284.5
74800.0 6723 -8.497 49.126 -3.287 48.102 15.25 15.13 8.081 789.3 756.8 773.1 0.108 0.302 0.205 283.8
74900.0 6719 -8.552 47.776 -0.016 45.675 11.92 11.96 8.102 750.1 685.6 717.8 0.183 0.2861 0.2346 284.3
75000.0 6717 -7.970 46.564 2.274 43.918 9.134 9.076 8.077 718.4 639.1 678.7 0.1027 0.133 0.1178 284.6
75100.0 6717 -7.625 46.416 3.707 43.591 8.264 7.894 8.067 713.4 629.2 671.3 -0.05676 -0.04304 -0.0499 283.6
75200.0 6710 -7.985 47.194 4.506 44.437 9.521 8.992 8.039 737 653.4 695.2 -0.1647 -0.1542 -0.1595 282.7
75300.0 6709 -8.844 48.452 4.509 45.759 11.8 11.2 8.035 774.9 691.2 733.1 -0.1425 -0.1333 -0.1379 282.6
75400.0 6705 -9.855 49.078 3.700 46.234 12.87 12.29 8.012 799.1 709.2 754.1 0.005415 0.008335 0.006875 283.5
75500.0 6702 -10.438 48.466 2.627 45.434 11.68 11.11 8.007 778.7 684.3 731.5 0.1762 0.1333 0.1547 282.7
75600.0 6700 -10.479 47.004 2.093 44.187 9.471 8.814 7.981 738 652.2 695.1 0.1949 0.1416 0.1682 283.2
75700.0 6700 -10.222 46.031 2.612 43.430 8.214 7.721 7.956 711.1 633 672 0.06328 0.03535 0.04931 283.4
75800.0 6700 -9.699 46.340 4.298 43.884 9.075 8.957 7.946 717.9 643.8 680.8 -0.1028 -0.1318 -0.1173 282.5
75900.0 6698 -8.424 47.624 6.952 45.646 11.8 11.89 7.947 752.2 691 721.6 -0.1771 -0.2708 -0.2239 281.5
76000.0 6698 -5.573 48.987 9.682 47.946 15.05 15.07 7.926 793.3 759.9 776.6 -0.07986 -0.274 -0.177 281.4
76100.0 6697 -1.273 48.965 10.986 49.292 16.53 16.37 7.916 794.1 804.7 799.4 0.1284 -0.07989 0.02425 282.2
76200.0 6691 2.916 47.426 10.183 48.746 15.03 14.79 7.972 739.6 781.4 760.5 0.2648 0.164 0.2144 281.5
76300.0 6690 5.766 45.415 8.157 46.970 11.87 11.65 7.998 680.6 728 704.3 0.2367 0.2422 0.2395 281.9
76400.0 6691 7.321 44.115 6.238 45.432 9.067 8.984 8.007 644.5 683.6 664.1 0.09664 0.1349 0.1158 282
76500.0 6689 8.311 43.990 5.082 45.191 8.027 7.994 8.005 639.9 675.3 657.6 -0.06781 -0.03846 -0.05314 281.1
76600.0 6685 8.959 45.164 4.869 46.139 9.225 9.171 8.012 671.2 700.5 685.8 -0.1774 -0.149 -0.1632 280.2
76700.0 6676 9.404 46.783 5.663 47.161 11.4 11.41 7.972 722.3 734 728.1 -0.1644 -0.1131 -0.1388 280.3
76800.0 6672 9.193 47.448 7.079 47.319 12.34 12.53 7.965 745.1 741 743.1 0.01705 0.01789 0.01747 281.2
76900.0 6668 8.452 46.442 8.220 46.650 11.16 11.28 7.949 714.3 720.7 717.5 0.1859 0.1435 0.1647 280.4
77000.0 6670 7.882 44.861 8.489 45.559 9.082 9.035 7.966 667.6 688.5 678 0.1787 0.163 0.1708 280.9
77100.0 6669 7.951 43.993 7.954 44.703 8.001 7.892 7.943 644.8 665.8 655.3 0.03472 0.05684 0.04578 281.1
77200.0 6667 8.857 44.605 6.565 44.952 9.055 8.937 7.935 660.3 670.6 665.4 -0.158 -0.08743 -0.1227 280.2
77300.0 6660 10.210 46.785 4.042 45.886 11.79 11.76 7.913 723.1 695.6 709.3 -0.2967 -0.1637 -0.2302 279.4
77400.0 6658 10.950 48.958 0.328 47.322 14.83 15.05 7.888 789.7 737.8 763.8 -0.2187 -0.1455 -0.1821 279.2
77500.0 6650 9.771 49.691 -3.741 47.969 16.16 16.48 7.864 817.4 761.7 789.5 0.03957 -0.01332 0.01312 280.3
77600.0 6646 7.204 48.429 -6.799 47.308 14.72 14.91 7.915 771.1 735.8 753.4 0.273 0.1303 0.2016 279.5
77700.0 6641 4.164 46.162 -8.257 45.971 11.7 11.7 7.938 703.8 698 700.9 0.3023 0.154 0.2282 280.1
77800.0 6638 1.792 44.513 -8.703 45.033 9.045 8.896 7.934 658.1 673.6 665.9 0.1522 0.06488 0.1085 280.3
77900.0 6635 0.459 44.230 -8.903 45.079 8.001 7.863 7.926 649.3 674.4 661.9 -0.03817 -0.07099 -0.05458 279.4
78000.0 6631 0.009 45.413 -9.418 46.141 9.182 9.111 7.942 680.3 702.3 691.3 -0.1786 -0.1483 -0.1635 278.5
78100.0 6619 0.403 46.383 -10.158 47.134 11.13 11.31 7.849 717 740.4 728.7 -0.1691 -0.1068 -0.138 278.7
78200.0 6616 1.583 46.975 -10.609 47.439 12.13 12.36 7.833 738.5 753.1 745.8 -0.01178 0.04939 0.0188 279.6
78300.0 6614 2.794 46.210 -10.528 46.553 10.95 11.15 7.829 713.9 724.5 719.2 0.155 0.1793 0.1672 278.8
78400.0 6612 3.276 44.654 -10.220 45.106 8.823 8.897 7.809 671.3 685 678.1 0.1821 0.1731 0.1776 279.3
78500.0 6608 2.654 43.581 -10.122 44.302 7.807 7.749 7.774 643.4 664.9 654.1 0.0725 0.0357 0.0541 279.6
78600.0 6608 0.887 43.820 -10.300 44.847 8.956 8.747 7.775 647 677.7 662.4 -0.08973 -0.1441 -0.1169 278.6
78700.0 6602 -1.996 45.142 -10.185 46.586 11.77 11.45 7.77 682 726.3 704.1 -0.2107 -0.24 -0.2254 277.8
78800.0 6599 -5.440 47.069 -8.763 48.208 14.88 14.54 7.74 740.2 776.5 758.3 -0.2176 -0.1474 -0.1825 277.7
78900.0 6596 -8.289 48.244 -5.754 48.539 16.2 16.02 7.742 778.2 787.8 783 -0.06253 0.09151 0.01449 278.6
79000.0 6596 -9.390 47.807 -1.988 47.031 14.63 14.64 7.8 758 733.6 745.8 0.1459 0.2682 0.2071 277.8
79100.0 6595 -9.023 46.199 1.168 44.820 11.54 11.57 7.833 709.9 668.2 689 0.2094 0.2526 0.231 278.3
79200.0 6592 -8.212 44.784 3.260 43.288 8.895 8.807 7.803 672.8 628.7 650.8 0.1027 0.1098 0.1063 278.4
79300.0 6591 -7.810 44.746 4.456 43.131 7.937 7.654 7.791 671.5 623.9 647.7 -0.08152 -0.05863 -0.07008 277.4
79400.0 6590 -8.128 46.108 4.923 44.403 9.094 8.786 7.833 706 654.7 680.4 -0.2132 -0.164 -0.1886 276.5
79500.0 6587 -8.986 47.745 4.802 45.681 11.23 11 7.788 759.3 695.1 727.2 -0.1895 -0.1364 -0.1629 276.4
79600.0 6583 -10.012 48.375 3.899 46.198 12.28 12.12 7.804 779.6 711 745.3 -0.0122 0.03064 0.009218 277.4
79700.0 6580 -10.622 47.715 2.738 45.168 11.13 10.89 7.81 756.8 678.1 717.4 0.166 0.16 0.163 276.6
79800.0 6577 -10.586 46.168 1.993 43.653 8.951 8.659 7.779 714.6 638.9 676.7 0.1965 0.1528 0.1746 277.2
79900.0 6576 -10.143 45.040 2.293 42.787 7.884 7.59 7.735 685.1 618.2 651.6 0.06352 0.02938 0.04645 277.4
80000.0 6575 -9.444 45.491 3.699 43.356 8.96 8.73 7.744 694.4 630.7 662.6 -0.111 -0.149 -0.13 276.4
80100.0 6572 -8.036 47.049 5.999 45.162 11.79 11.51 7.789 732.5 675 703.7 -0.2054 -0.2764 -0.2409 275.5
80200.0 6569 -5.275 48.595 8.264 47.587 15.1 14.61 7.905 765.6 734.2 749.9 -0.1308 -0.2449 -0.1879 275.4
80300.0 6561 -1.222 49.050 9.182 48.360 16.58 15.74 8.025 769.7 748.2 758.9 0.03636 -0.0263 0.005031 276.4
80400.0 6557 2.527 48.311 8.164 47.557 15.16 14.34 8.133 736.6 713.8 725.2 0.1703 0.1936 0.182 275.7
