 #VirtualDetector/det-1                                                          
  output from Ecalc9 version 2 
  settings: 
    particle type:            0
    pzmin/pzmax:    0.0000000000000000      /   0.0000000000000000     
    transverse cuts:    0.0000000000000000        0.0000000000000000     
    longitudinal cut:    0.0000000000000000     
    RF frequency (MHz):    0.0000000000000000     
    sigma cut:    0.0000000000000000     
    subtract out amplitude correlation

regn #   Z           Bz          eperp       elong       e6D         Ldim        Pzavg       beta        alpha       betaL       alphaL      n0          n1          n2          Lcan(eVs)   sigmaE      sigmaT      corrE       corrT       sigmaE_c    xavg        yavg        Dx          Dy          Dr          Dr2
   310  0.1083E+03  0.3280E+01  0.6092E-02  0.4503E-01  0.4654E-05 -0.1178E+00  0.1956E+00  0.7051E+00 -0.3137E-01  0.1043E+03 -0.3529E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.8124E-02  0.9711E-02  0.7213E-08  0.5663E-01  0.1919E-06  0.9641E-02 -0.1825E-01 -0.6397E-02 -0.3683E+00 -0.2458E-01  0.1924E+00  0.2293E+00
   311  0.1087E+03 -0.3001E-03  0.6093E-02  0.4777E-01  0.4691E-05 -0.6321E-01  0.1990E+00  0.5330E+00  0.1432E+00  0.1038E+03 -0.3357E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5608E-02  0.9711E-02  0.7236E-08  0.6331E-01  0.1889E-06  0.9625E-02 -0.1375E-01  0.1078E-01 -0.1794E+00  0.1426E+00  0.1381E+00  0.1789E+00
   312  0.1090E+03 -0.3281E+01  0.6134E-02  0.4669E-01  0.4755E-05 -0.3165E-01  0.1970E+00  0.5421E+00  0.8768E-01  0.1040E+03 -0.3433E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4388E-02  0.9711E-02  0.7257E-08  0.5915E-01  0.1904E-06  0.9635E-02 -0.1398E-01  0.1008E-01 -0.6550E-01  0.7650E-01  0.1139E+00  0.1694E+00
   313  0.1093E+03 -0.3236E-03  0.6145E-02  0.4694E-01  0.4776E-05 -0.6098E-01  0.1987E+00  0.4511E+00 -0.1305E+00  0.1038E+03 -0.3403E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.6070E-02  0.9711E-02  0.7281E-08  0.5279E-01  0.1922E-06  0.9649E-02 -0.1123E-01  0.1030E-01  0.7767E-01  0.1092E+00  0.1022E+00  0.1390E+00
   314  0.1097E+03  0.3280E+01  0.6074E-02  0.5605E-01  0.4749E-05 -0.1115E+00  0.1956E+00  0.6916E+00 -0.1268E+00  0.9209E+02 -0.2909E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.8788E-02  0.9711E-02  0.7311E-08  0.7305E-01  0.1808E-06  0.9598E-02  0.7675E-02  0.1734E-01  0.2618E+00  0.3509E-02  0.7183E-01  0.2032E+00
   315  0.1100E+03 -0.2995E-03  0.6040E-02  0.6432E-01  0.4711E-05 -0.6127E-01  0.1991E+00  0.5667E+00  0.1039E+00  0.8869E+02 -0.2575E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.6180E-02  0.9711E-02  0.7337E-08  0.9271E-01  0.1614E-06  0.9529E-02  0.1960E-01  0.1077E-02  0.2239E+00 -0.1076E+00  0.1886E+00  0.2285E+00
   316  0.1104E+03 -0.3281E+01  0.6073E-02  0.6208E-01  0.4762E-05 -0.2828E-01  0.1969E+00  0.5746E+00  0.1255E+00  0.8994E+02 -0.2675E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4564E-02  0.9711E-02  0.7355E-08  0.9064E-01  0.1648E-06  0.9536E-02  0.2146E-01  0.3577E-02  0.2217E+00  0.4330E-01  0.2823E+00  0.2911E+00
   317  0.1108E+03 -0.3223E-03  0.6112E-02  0.5977E-01  0.4797E-05 -0.6211E-01  0.1987E+00  0.4466E+00 -0.6179E-01  0.9339E+02 -0.2778E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.6421E-02  0.9711E-02  0.7376E-08  0.8377E-01  0.1685E-06  0.9557E-02  0.1812E-01  0.4483E-02  0.3677E-01  0.9107E-01  0.1519E+00  0.2055E+00
   318  0.1111E+03  0.3281E+01  0.6081E-02  0.6003E-01  0.4713E-05 -0.1088E+00  0.1957E+00  0.6513E+00 -0.1050E+00  0.9284E+02 -0.2790E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.8763E-02  0.9711E-02  0.7405E-08  0.8911E-01  0.1637E-06  0.9533E-02  0.1044E-01 -0.1470E-01 -0.5988E-01  0.8298E-01 -0.5679E-01  0.1653E+00
   319  0.1115E+03 -0.3114E-03  0.6050E-02  0.5918E-01  0.4595E-05 -0.7058E-01  0.1990E+00  0.5449E+00  0.4718E-01  0.9773E+02 -0.2849E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.6546E-02  0.9711E-02  0.7430E-08  0.9113E-01  0.1591E-06  0.9517E-02 -0.9778E-02 -0.1335E-01 -0.1263E+00  0.7076E-01  0.7375E-01  0.1582E+00
   320  0.1118E+03 -0.3281E+01  0.6058E-02  0.5980E-01  0.4629E-05 -0.2978E-01  0.1969E+00  0.5997E+00  0.7103E-01  0.9671E+02 -0.2834E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4518E-02  0.9711E-02  0.7447E-08  0.9658E-01  0.1585E-06  0.9499E-02 -0.1174E-01 -0.1564E-01 -0.2343E+00 -0.1077E+00  0.3182E+00  0.2502E+00
   321  0.1122E+03 -0.3116E-03  0.6115E-02  0.5754E-01  0.4712E-05 -0.7007E-01  0.1988E+00  0.4732E+00 -0.2765E-01  0.1017E+03 -0.2956E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.6414E-02  0.9711E-02  0.7467E-08  0.9510E-01  0.1596E-06  0.9501E-02 -0.1062E-01 -0.1629E-01 -0.7731E-01 -0.2378E+00  0.2635E+00  0.2366E+00
   322  0.1125E+03  0.3280E+01  0.6094E-02  0.5405E-01  0.4644E-05 -0.1126E+00  0.1957E+00  0.6386E+00 -0.5168E-01  0.1047E+03 -0.3156E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.8475E-02  0.9711E-02  0.7492E-08  0.9073E-01  0.1638E-06  0.9516E-02 -0.2071E-01  0.3617E-03 -0.1045E+00 -0.1992E+00  0.3353E-01  0.2330E+00
   323  0.1128E+03 -0.3083E-03  0.6093E-02  0.5367E-01  0.4617E-05 -0.7527E-01  0.1990E+00  0.5238E+00  0.4377E-01  0.1084E+03 -0.3188E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.6416E-02  0.9711E-02  0.7515E-08  0.9030E-01  0.1655E-06  0.9519E-02 -0.8309E-02  0.1482E-01 -0.4603E-01 -0.9568E-01  0.8035E-02  0.1583E+00
   324  0.1132E+03 -0.3281E+01  0.6067E-02  0.5459E-01  0.4609E-05 -0.3786E-01  0.1970E+00  0.5963E+00  0.4028E-01  0.1067E+03 -0.3149E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4624E-02  0.9711E-02  0.7533E-08  0.9527E-01  0.1646E-06  0.9502E-02 -0.7576E-02  0.1407E-01  0.1327E+00  0.3824E-01  0.1566E+00  0.1623E+00
   325  0.1135E+03 -0.3177E-03  0.6057E-02  0.5270E-01  0.4622E-05 -0.7614E-01  0.1988E+00  0.4830E+00 -0.2475E-01  0.1119E+03 -0.3273E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.6348E-02  0.9711E-02  0.7552E-08  0.9473E-01  0.1669E-06  0.9505E-02 -0.4213E-02  0.1369E-01  0.5468E-01  0.2238E+00  0.2442E+00  0.1402E+00
   326  0.1139E+03  0.3280E+01  0.6087E-02  0.4967E-01  0.4685E-05 -0.1116E+00  0.1959E+00  0.6247E+00 -0.4502E-01  0.1149E+03 -0.3477E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.7985E-02  0.9711E-02  0.7575E-08  0.9001E-01  0.1721E-06  0.9524E-02  0.1459E-01  0.1247E-01  0.1461E+00  0.2434E+00  0.1903E+00  0.2193E+00
   327  0.1142E+03 -0.2974E-03  0.6116E-02  0.4954E-01  0.4768E-05 -0.7442E-01  0.1990E+00  0.5230E+00  0.1303E-01  0.1187E+03 -0.3499E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5934E-02  0.9711E-02  0.7599E-08  0.9179E-01  0.1746E-06  0.9521E-02  0.1962E-01 -0.4552E-02  0.1459E+00  0.1493E+00  0.9088E-01  0.2327E+00
   328  0.1146E+03 -0.3281E+01  0.6103E-02  0.5226E-01  0.4796E-05 -0.4253E-01  0.1969E+00  0.6111E+00  0.4128E-01  0.1130E+03 -0.3331E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4187E-02  0.9711E-02  0.7618E-08  0.9552E-01  0.1704E-06  0.9505E-02  0.2054E-01  0.3731E-03 -0.4814E-01  0.9722E-01  0.8249E-01  0.2406E+00
   329  0.1150E+03 -0.3265E-03  0.6052E-02  0.5268E-01  0.4766E-05 -0.7858E-01  0.1989E+00  0.4844E+00  0.1423E-01  0.1143E+03 -0.3312E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5904E-02  0.9711E-02  0.7637E-08  0.9506E-01  0.1709E-06  0.9507E-02  0.1332E-01  0.1758E-02 -0.4078E-01 -0.8784E-01  0.1362E+00  0.1120E+00
   330  0.1153E+03  0.3281E+01  0.6086E-02  0.4862E-01  0.4906E-05 -0.1131E+00  0.1961E+00  0.5858E+00 -0.1415E-01  0.1197E+03 -0.3593E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.7667E-02  0.9711E-02  0.7660E-08  0.9035E-01  0.1768E-06  0.9526E-02  0.1976E-02 -0.1201E-01 -0.8815E-01 -0.1523E+00  0.1857E+00  0.1014E+00
   331  0.1157E+03 -0.3034E-03  0.6148E-02  0.4859E-01  0.5104E-05 -0.7212E-01  0.1989E+00  0.4970E+00 -0.6206E-01  0.1235E+03 -0.3612E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5630E-02  0.9711E-02  0.7687E-08  0.9067E-01  0.1741E-06  0.9519E-02 -0.1509E-01 -0.7151E-02 -0.9405E-01 -0.1559E+00  0.2033E+00  0.1740E+00
   332  0.1160E+03 -0.3281E+01  0.6115E-02  0.5486E-01  0.5124E-05 -0.3414E-01  0.1967E+00  0.6527E+00 -0.2126E-01  0.1116E+03 -0.3217E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3326E-02  0.9711E-02  0.7709E-08  0.9923E-01  0.1672E-06  0.9486E-02 -0.1771E-01 -0.1419E-01  0.6501E-01 -0.1689E+00  0.7175E-01  0.2899E+00
   333  0.1163E+03 -0.3175E-03  0.6074E-02  0.6129E-01  0.5115E-05 -0.7603E-01  0.1991E+00  0.5184E+00  0.7559E-01  0.1054E+03 -0.2891E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5146E-02  0.9711E-02  0.7729E-08  0.1080E+00  0.1587E-06  0.9450E-02 -0.1007E-01 -0.1656E-01  0.8467E-01 -0.4836E-01  0.1079E+00  0.2117E+00
   334  0.1167E+03  0.3281E+01  0.6049E-02  0.5664E-01  0.5109E-05 -0.1113E+00  0.1962E+00  0.5639E+00  0.6551E-01  0.1094E+03 -0.3132E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.7061E-02  0.9711E-02  0.7752E-08  0.1005E+00  0.1682E-06  0.9484E-02 -0.1430E-01 -0.9898E-03  0.2182E-01 -0.3978E-01  0.1776E+00  0.1335E+00
   335  0.1170E+03 -0.3110E-03  0.6102E-02  0.5438E-01  0.5199E-05 -0.7431E-01  0.1988E+00  0.4598E+00 -0.7837E-01  0.1140E+03 -0.3256E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5250E-02  0.9711E-02  0.7779E-08  0.8957E-01  0.1727E-06  0.9523E-02 -0.3114E-03  0.8954E-02 -0.4856E-01  0.7861E-01  0.1910E+00  0.6660E-01
   336  0.1174E+03 -0.3281E+01  0.6103E-02  0.5909E-01  0.5245E-05 -0.3147E-01  0.1968E+00  0.6543E+00 -0.8930E-01  0.1073E+03 -0.3019E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2979E-02  0.9711E-02  0.7804E-08  0.1006E+00  0.1670E-06  0.9483E-02  0.3961E-02  0.1422E-01 -0.1461E+00  0.1216E+00  0.9061E-01  0.1228E+00
   337  0.1178E+03 -0.3111E-03  0.6110E-02  0.6097E-01  0.5282E-05 -0.7398E-01  0.1991E+00  0.5404E+00  0.5789E-01  0.1073E+03 -0.2935E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4621E-02  0.9711E-02  0.7826E-08  0.1042E+00  0.1670E-06  0.9473E-02  0.2221E-03  0.1778E-01 -0.1538E+00  0.1001E+00  0.1019E+00  0.1821E+00
   338  0.1181E+03  0.3280E+01  0.6075E-02  0.5901E-01  0.5176E-05 -0.1111E+00  0.1962E+00  0.5863E+00  0.9062E-01  0.1084E+03 -0.3044E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.6293E-02  0.9711E-02  0.7847E-08  0.1053E+00  0.1721E-06  0.9475E-02  0.1346E-01  0.1351E-01 -0.5952E-02  0.2187E+00  0.2251E+00  0.2271E+00
   339  0.1185E+03 -0.3010E-03  0.6110E-02  0.5407E-01  0.5172E-05 -0.7571E-01  0.1989E+00  0.4554E+00 -0.1748E-01  0.1173E+03 -0.3316E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4324E-02  0.9711E-02  0.7870E-08  0.9281E-01  0.1802E-06  0.9520E-02  0.1273E-01 -0.3854E-04  0.1728E+00  0.6176E-01  0.2103E+00  0.1116E+00
   340  0.1188E+03 -0.3281E+01  0.6133E-02  0.5057E-01  0.5220E-05 -0.3170E-01  0.1969E+00  0.6082E+00 -0.6283E-01  0.1228E+03 -0.3557E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2312E-02  0.9711E-02  0.7893E-08  0.9222E-01  0.1867E-06  0.9527E-02  0.6985E-02 -0.3973E-03  0.2024E+00  0.2713E-01  0.1072E+00  0.3338E-01
   341  0.1192E+03 -0.3216E-03  0.6162E-02  0.4872E-01  0.5285E-05 -0.7617E-01  0.1990E+00  0.5131E+00 -0.1046E-01  0.1286E+03 -0.3694E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4214E-02  0.9711E-02  0.7916E-08  0.8829E-01  0.1904E-06  0.9541E-02  0.4730E-02 -0.5018E-02  0.1919E+00 -0.2530E-01  0.1110E+00  0.3749E-01
   342  0.1195E+03  0.3280E+01  0.6126E-02  0.5009E-01  0.5216E-05 -0.1110E+00  0.1963E+00  0.6188E+00  0.1611E-01  0.1246E+03 -0.3611E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5541E-02  0.9711E-02  0.7937E-08  0.9385E-01  0.1921E-06  0.9528E-02 -0.3511E-02 -0.1269E-01  0.7082E-01 -0.2621E+00  0.1720E+00  0.1189E+00
   343  0.1198E+03 -0.2952E-03  0.6128E-02  0.4772E-01  0.5210E-05 -0.7702E-01  0.1990E+00  0.4977E+00  0.2693E-01  0.1320E+03 -0.3790E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3591E-02  0.9711E-02  0.7958E-08  0.8847E-01  0.1957E-06  0.9545E-02 -0.1197E-01 -0.9284E-02 -0.1843E+00 -0.1824E+00  0.2039E+00  0.1456E+00
   344  0.1202E+03 -0.3281E+01  0.6115E-02  0.4536E-01  0.5181E-05 -0.3402E-01  0.1969E+00  0.5930E+00  0.3088E-01  0.1346E+03 -0.3978E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.1548E-02  0.9711E-02  0.7980E-08  0.8159E-01  0.2010E-06  0.9568E-02 -0.5776E-02 -0.1385E-01 -0.1736E+00 -0.1844E+00  0.1569E+00  0.1372E+00
   345  0.1205E+03 -0.3230E-03  0.6117E-02  0.4619E-01  0.5187E-05 -0.7715E-01  0.1989E+00  0.4704E+00 -0.1485E-01  0.1341E+03 -0.3905E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3657E-02  0.9711E-02  0.8003E-08  0.7807E-01  0.2023E-06  0.9579E-02  0.6200E-03 -0.9206E-02 -0.1591E+00 -0.9058E-01  0.1486E+00  0.6296E-01
   346  0.1209E+03  0.3281E+01  0.6101E-02  0.5006E-01  0.5217E-05 -0.1033E+00  0.1964E+00  0.6108E+00 -0.7362E-01  0.1255E+03 -0.3636E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5043E-02  0.9711E-02  0.8027E-08  0.8767E-01  0.1993E-06  0.9551E-02 -0.3650E-02 -0.9933E-03 -0.1409E+00  0.1952E+00  0.8759E-01  0.2084E-01
   347  0.1212E+03 -0.3060E-03  0.6058E-02  0.5343E-01  0.5208E-05 -0.7323E-01  0.1991E+00  0.5419E+00 -0.1046E-01  0.1235E+03 -0.3432E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3724E-02  0.9711E-02  0.8049E-08  0.9640E-01  0.1958E-06  0.9524E-02  0.1217E-02  0.8251E-02  0.1020E+00  0.2181E+00  0.1132E+00  0.4758E-01
   348  0.1216E+03 -0.3281E+01  0.6073E-02  0.4928E-01  0.5240E-05 -0.3280E-01  0.1968E+00  0.6220E+00  0.9187E-01  0.1291E+03 -0.3715E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.1656E-02  0.9711E-02  0.8070E-08  0.8651E-01  0.1977E-06  0.9551E-02 -0.3061E-02  0.1482E-01  0.6487E-01  0.2379E+00  0.1913E+00  0.1423E+00
   349  0.1220E+03 -0.3107E-03  0.6094E-02  0.4733E-01  0.5261E-05 -0.7340E-01  0.1989E+00  0.4553E+00  0.2627E-01  0.1349E+03 -0.3864E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3505E-02  0.9711E-02  0.8094E-08  0.7981E-01  0.1996E-06  0.9569E-02 -0.1028E-01  0.1248E-01  0.6120E-01  0.1265E+00  0.2018E+00  0.1648E+00
   350  0.1223E+03  0.3280E+01  0.6066E-02  0.5296E-01  0.5290E-05 -0.1054E+00  0.1963E+00  0.5884E+00 -0.7673E-01  0.1233E+03 -0.3487E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.5438E-02  0.9711E-02  0.8122E-08  0.9095E-01  0.1938E-06  0.9534E-02  0.2173E-03  0.1518E-01  0.1188E+00 -0.1043E+00  0.4538E-01  0.1308E+00
   351  0.1227E+03 -0.3066E-03  0.6045E-02  0.6173E-01  0.5298E-05 -0.7009E-01  0.1990E+00  0.5274E+00 -0.4425E-01  0.1139E+03 -0.3017E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4000E-02  0.9711E-02  0.8147E-08  0.1050E+00  0.1803E-06  0.9479E-02  0.6677E-02  0.3701E-02 -0.2322E-01 -0.1564E+00  0.6533E-01  0.3501E-01
   352  0.1230E+03 -0.3281E+01  0.6058E-02  0.5750E-01  0.5321E-05 -0.3170E-01  0.1969E+00  0.6375E+00  0.3882E-01  0.1189E+03 -0.3246E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2303E-02  0.9711E-02  0.8166E-08  0.1008E+00  0.1853E-06  0.9494E-02  0.6523E-02 -0.2260E-02  0.4079E-01 -0.1602E+00  0.1582E+00  0.4611E-01
   353  0.1233E+03 -0.3122E-03  0.6087E-02  0.5551E-01  0.5354E-05 -0.7072E-01  0.1989E+00  0.4883E+00  0.3612E-01  0.1242E+03 -0.3367E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3903E-02  0.9711E-02  0.8187E-08  0.9617E-01  0.1869E-06  0.9508E-02  0.1217E-01 -0.4595E-02  0.2968E-01 -0.5783E-01  0.2164E+00  0.1155E+00
   354  0.1237E+03  0.3280E+01  0.6063E-02  0.5915E-01  0.5258E-05 -0.1158E+00  0.1961E+00  0.5932E+00  0.1464E-01  0.1164E+03 -0.3171E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.6023E-02  0.9711E-02  0.8215E-08  0.9886E-01  0.1843E-06  0.9498E-02  0.8040E-02 -0.1737E-01 -0.2494E-01  0.4939E-01  0.8082E-01  0.2048E+00
   355  0.1240E+03 -0.2948E-03  0.6076E-02  0.6527E-01  0.5225E-05 -0.7412E-01  0.1990E+00  0.4743E+00 -0.1018E-01  0.1105E+03 -0.2879E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3794E-02  0.9711E-02  0.8241E-08  0.1013E+00  0.1772E-06  0.9485E-02 -0.4193E-02 -0.1554E-01 -0.1167E-02  0.7152E-01  0.3472E-01  0.1465E+00
   356  0.1244E+03 -0.3281E+01  0.6067E-02  0.6543E-01  0.5207E-05 -0.4106E-01  0.1969E+00  0.6072E+00 -0.6572E-01  0.1099E+03 -0.2885E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2441E-02  0.9711E-02  0.8259E-08  0.1067E+00  0.1777E-06  0.9468E-02  0.1449E-02 -0.1121E-01 -0.9474E-01  0.5611E-01  0.1572E+00  0.9032E-01
   357  0.1248E+03 -0.3693E-02  0.6061E-02  0.6465E-01  0.5154E-05 -0.7709E-01  0.1990E+00  0.5361E+00 -0.3174E-01  0.1134E+03 -0.2929E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4179E-02  0.9711E-02  0.8278E-08  0.1071E+00  0.1777E-06  0.9465E-02 -0.1784E-02 -0.3965E-02 -0.7348E-01 -0.5334E-01  0.1961E+00  0.3257E-01
   358  0.1251E+03  0.3276E+01  0.6004E-02  0.6580E-01  0.5008E-05 -0.1290E+00  0.1961E+00  0.6530E+00  0.8734E-01  0.1108E+03 -0.2891E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.6207E-02  0.9711E-02  0.8304E-08  0.1118E+00  0.1768E-06  0.9449E-02 -0.9126E-02  0.6661E-02 -0.6893E-01 -0.7087E-01  0.1209E+00  0.7896E-01
   359  0.1255E+03 -0.1822E-02  0.5957E-02  0.7017E-01  0.4948E-05 -0.8289E-01  0.1989E+00  0.4609E+00  0.1023E+00  0.1082E+03 -0.2716E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.3665E-02  0.9711E-02  0.8328E-08  0.1164E+00  0.1738E-06  0.9435E-02 -0.4161E-02  0.1567E-01 -0.3303E-01 -0.4353E-01  0.6769E-01  0.1504E+00
   360  0.1258E+03 -0.3283E+01  0.5957E-02  0.7181E-01  0.4945E-05 -0.5589E-01  0.1970E+00  0.5466E+00 -0.8323E-01  0.1054E+03 -0.2659E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.2444E-02  0.9711E-02  0.8346E-08  0.1191E+00  0.1740E-06  0.9429E-02 -0.1372E-01  0.1299E-01  0.9389E-01 -0.1845E-01  0.9487E-01  0.2101E+00
   361  0.1262E+03 -0.6276E-02  0.5945E-02  0.7105E-01  0.4897E-05 -0.8239E-01  0.1991E+00  0.5392E+00 -0.1489E+00  0.1089E+03 -0.2698E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.4005E-02  0.9711E-02  0.8364E-08  0.1217E+00  0.1732E-06  0.9417E-02 -0.1253E-01  0.3432E-02  0.8265E-01  0.1197E+00  0.1673E+00  0.1106E+00
   362  0.1265E+03  0.3273E+01  0.5875E-02  0.7064E-01  0.4854E-05 -0.1321E+00  0.1960E+00  0.7266E+00  0.3513E-01  0.1083E+03 -0.2727E+01  0.9800E+02  0.9800E+02  0.9800E+02 -0.6361E-02  0.9711E-02  0.8388E-08  0.1266E+00  0.1727E-06  0.9398E-02 -0.1411E-02  0.5739E-02  0.1278E+00  0.1125E+00  0.1779E+00  0.3458E-01
